Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
3,"X Wu, Y Gao, D Jiao","Multi-Label Classification Based on Random Forest Algorithm for Non-Intrusive Load Monitoring System",2019,"Processes","mdpi.com","https://www.mdpi.com/2227-9717/7/6/337","https://scholar.google.com/scholar?cites=9908417565447907208&as_sdt=2005&sciodt=0,5&hl=en",418,"2020-01-11 17:36:20","","","","",,,,,3,3.00,1,3,1
1,"S Verma, S Singh, A Majumdar","Multi Label Restricted Boltzmann Machine for Non-intrusive Load Monitoring",2019,"ICASSP 2019-2019 IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8682860/","https://scholar.google.com/scholar?cites=16570154567550756025&as_sdt=2005&sciodt=0,5&hl=en",348,"2020-01-11 17:36:20","","","","",,,,,1,1.00,0,3,1
0,"P Del Mar","Motor load detection for voltage transient based non-intrusive load monitoring",2013,"","udspace.udel.edu","http://udspace.udel.edu/handle/19716/12858","",386,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,7
69,"M Akbar, ZA Khan","Modified nonintrusive appliance load monitoring for nonlinear devices",2007,"2007 IEEE International Multitopic …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4557691/","https://scholar.google.com/scholar?cites=12715934252779164280&as_sdt=2005&sciodt=0,5&hl=en",29,"2020-01-11 17:36:20","","","","",,,,,69,5.31,35,2,13
89,"MS Tsai, YH Lin","Modern development of an adaptive non-intrusive appliance load monitoring system in electricity energy conservation",2012,"Applied Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261911007240","https://scholar.google.com/scholar?cites=7781888873976585184&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-01-11 17:36:20","","","","",,,,,89,11.13,45,2,8
0,"M Zeifman","Methods and system for nonintrusive load monitoring",2017,"US Patent 9,817,045","Google Patents","https://patents.google.com/patent/US9817045B2/en","",87,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,3
3,"N Ramakrishnan, D Benitez","Method for unsupervised non-intrusive load monitoring",2016,"US Patent 9,470,551","Google Patents","https://patents.google.com/patent/US9470551B2/en","https://scholar.google.com/scholar?cites=207683914782040411&as_sdt=2005&sciodt=0,5&hl=en",189,"2020-01-11 17:36:20","","","","",,,,,3,0.75,2,2,4
43,"B Andrews, D Benitez, B Raghunathan, ...","Method for non-intrusive load monitoring using a hybrid systems state estimation approach",2012,"US Patent …","Google Patents","https://patents.google.com/patent/US8209062B2/en","https://scholar.google.com/scholar?cites=7585508389748695137&as_sdt=2005&sciodt=0,5&hl=en",27,"2020-01-11 17:36:20","","","","",,,,,43,5.38,11,4,8
18,"HB Sanderford Jr","Method and System for Non-Intrusive Load Monitoring and Processing",2011,"US Patent App. 13/152,468","Google Patents","https://patents.google.com/patent/US20110301894A1/en","https://scholar.google.com/scholar?cites=15616947239320850993&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-01-11 17:36:20","","","","",,,,,18,2.00,18,1,9
0,"Z Remscrim","Mathematical Methods for Non-Intrusive Load Monitoring",2010,"","apps.dtic.mil","https://apps.dtic.mil/docs/citations/ADA540351","",419,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,10
0,"A Sadhanala","Making Dual Use of Smart Meters for Non-intrusive Load Monitoring and Active Power Filtering",2011,"","University of North Carolina at …","","",507,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,9
0,"L De Baets","Machine learning for non-intrusive load monitoring",2018,"","biblio.ugent.be","https://biblio.ugent.be/publication/8561034/file/8561035","",410,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,1,2
2,"J Chung","Machine learning classification techniques for non-intrusive load monitoring",2016,"","ir.library.dc-uoit.ca","http://ir.library.dc-uoit.ca/handle/10155/735","https://scholar.google.com/scholar?cites=2841980213028510321&as_sdt=2005&sciodt=0,5&hl=en",196,"2020-01-11 17:36:20","","","","",,,,,2,0.50,2,1,4
21,"C Nalmpantis, D Vrakas","Machine learning approaches for non-intrusive load monitoring: from qualitative to quantitative comparation",2019,"Artificial Intelligence Review","Springer","https://link.springer.com/article/10.1007/s10462-018-9613-7","https://scholar.google.com/scholar?cites=4954424226090733025&as_sdt=2005&sciodt=0,5&hl=en",87,"2020-01-11 17:36:20","","","","",,,,,21,21.00,11,2,1
0,"D Jorde, M Kahl, HA Jacobsen","MEED: An Unsupervised Multi-Environment Event Detector for Non-Intrusive Load Monitoring",2019,"2019 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8909729/","",408,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
0,"H Altrabalsi","Low-complexity low-rate residential non-intrusive appliance load monitoring",2017,"","ethos.bl.uk","https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.723021","",482,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,3
6,"Q Liu, KM Kamoto, X Liu, M Sun, ...","Low-Complexity Non-Intrusive Load Monitoring Using Unsupervised Learning and Generalized Appliance Models",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8603750/","https://scholar.google.com/scholar?cites=13778724724626326672&as_sdt=2005&sciodt=0,5&hl=en",274,"2020-01-11 17:36:20","","","","",,,,,6,6.00,1,5,1
3,"L Pereira, NJ Nunes","Low cost framework for non-intrusive load monitoring and research",2012,"Proceedings of the 1st International Conference on …","","","https://scholar.google.com/scholar?cites=16437338679417935523&as_sdt=2005&sciodt=0,5&hl=en",322,"2020-01-11 17:36:20","CITATION","","","",,,,,3,0.38,2,2,8
3,"O Pezeshkfar","Low cost framework for non-intrusive load monitoring (NILM) to monitor human behavioral pattern",2013,"","mospace.umsystem.edu","https://mospace.umsystem.edu/xmlui/handle/10355/43019","https://scholar.google.com/scholar?cites=6234487401553728088&as_sdt=2005&sciodt=0,5&hl=en",280,"2020-01-11 17:36:20","","","","",,,,,3,0.43,3,1,7
2,"AU Rehman, TT Lie, B Valles, ...","Low Complexity Event Detection Algorithm for Non-Intrusive Load Monitoring Systems",2018,"2018 IEEE Innovative …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8467919/","https://scholar.google.com/scholar?cites=10131888137513460108&as_sdt=2005&sciodt=0,5&hl=en",253,"2020-01-11 17:36:20","","","","",,,,,2,1.00,1,4,2
10,"A Bouhouras, P Gkaidatzis, K Chatzisavvas, ...","Load signature formulation for non-intrusive load monitoring based on current measurements",2017,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/10/4/538","https://scholar.google.com/scholar?cites=12071828351215256021&as_sdt=2005&sciodt=0,5&hl=en",126,"2020-01-11 17:36:20","","","","",,,,,10,3.33,3,4,3
74,"HH Chang, CL Lin, HT Yang","Load recognition for different loads with the same real power and reactive power in a non-intrusive load-monitoring system",2008,"2008 12th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4537137/","https://scholar.google.com/scholar?cites=12892096391944085140&as_sdt=2005&sciodt=0,5&hl=en",15,"2020-01-11 17:36:20","","","","",,,,,74,6.17,25,3,12
28,"HH Chang","Load identification of non-intrusive load-monitoring system in smart home",2010,"WSEAS Transactions on Systems","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.455.3952&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=7856410933134462198&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-01-11 17:36:20","PDF","","","",,,,,28,2.80,28,1,10
98,"HH Chang, CL Lin, JK Lee","Load identification in nonintrusive load monitoring using steady-state and turn-on transient energy algorithms",2010,"The 2010 14th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5472008/","https://scholar.google.com/scholar?cites=4443353417465895244&as_sdt=2005&sciodt=0,5&hl=en",6,"2020-01-11 17:36:20","","","","",,,,,98,9.80,33,3,10
71,"HH Chang, HT Yang, CL Lin","Load identification in neural networks for a non-intrusive monitoring of industrial electrical loads",2007,"International Conference on Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-540-92719-8_60","https://scholar.google.com/scholar?cites=16763459624583449834&as_sdt=2005&sciodt=0,5&hl=en",13,"2020-01-11 17:36:20","","","","",,,,,71,5.46,24,3,13
1,"F Gong, C Liu, L Jiang, H Li, JY Lin, ...","Load disaggregation in non-intrusive load monitoring based on random forest optimized by particle swarm optimization",2017,"2017 IEEE Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8245609/","https://scholar.google.com/scholar?cites=17678216071722113041&as_sdt=2005&sciodt=0,5&hl=en",387,"2020-01-11 17:36:20","","","","",,,,,1,0.33,0,6,3
3,"GAO Li, YIN Bo, Z ZHU","Load Identification of Non-intrusive Load-monitoring System Based on Time-frequency Analysis and PSO-SVM",2017,"DEStech Transactions on …","dpi-proceedings.com","http://www.dpi-proceedings.com/index.php/dtetr/article/view/7743","https://scholar.google.com/scholar?cites=3869337800359846606&as_sdt=2005&sciodt=0,5&hl=en",216,"2020-01-11 17:36:20","","","","",,,,,3,1.00,1,3,3
0,"A Lucas, L Jansen, N Andreadou, E Kotsakis, ...","Load Flexibility Forecast for DR Using Non-Intrusive Load Monitoring in the Residential Sector",2019,"Energies","mdpi.com","https://www.mdpi.com/1996-1073/12/14/2725","",411,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
24,"HN Rafsanjani, C Ahn","Linking building energy-load variations with occupants' energy-use behaviors in commercial buildings: non-intrusive occupant load monitoring (NIOLM)",2016,"Procedia Engineering","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877705816300455","https://scholar.google.com/scholar?cites=6101454219005052221&as_sdt=2005&sciodt=0,5&hl=en",166,"2020-01-11 17:36:20","","","","",,,,,24,6.00,12,2,4
18,"HN Rafsanjani, CR Ahn, J Chen","Linking building energy consumption with occupants' energy-consuming behaviors in commercial buildings: Non-intrusive occupant load monitoring (NIOLM)",2018,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778818300100","https://scholar.google.com/scholar?cites=10018927514135623100&as_sdt=2005&sciodt=0,5&hl=en",212,"2020-01-11 17:36:20","","","","",,,,,18,9.00,6,3,2
0,"M Mobasher-Kashani, J Li, S Luo","Light-Weight Recurrent Deep Learning Algorithm for Non-Intrusive Load Monitoring",2019,"2019 IEEE 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8846263/","",369,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
3,"K Leslie, BS Norford","Leeb, Non-intrusive electrical load monitoring in commercial buildings based on steady-state and transient load-detection algorithms",1996,"Energy and Buildings","","","https://scholar.google.com/scholar?cites=14553480787436884206&as_sdt=2005&sciodt=0,5&hl=en",499,"2020-01-11 17:36:20","CITATION","","","",,,,,3,0.13,2,2,24
14,"S Makonin","Investigating the switch continuity principle assumed in Non-Intrusive Load Monitoring (NILM)",2016,"2016 IEEE Canadian Conference on Electrical …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7726787/","https://scholar.google.com/scholar?cites=11798682517163455744&as_sdt=2005&sciodt=0,5&hl=en",82,"2020-01-11 17:36:20","","","","",,,,,14,3.50,14,1,4
7,"D Burbano","Intrusive and non-intrusive load monitoring (a survey) inference and learning approach",2015,"Latin American journal of computing-lajc","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/ba51/42de7c2efbbe8732a839f87befa06e8ce8b0.pdf","https://scholar.google.com/scholar?cites=12340574053416373433&as_sdt=2005&sciodt=0,5&hl=en",119,"2020-01-11 17:36:20","PDF","","","",,,,,7,1.40,7,1,5
1,"MD Gillman","Interpreting human activity from electrical consumption data through non-intrusive load monitoring",2014,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/90136/890151145-MIT.pdf?sequence=2","https://scholar.google.com/scholar?cites=5831319828789767529&as_sdt=2005&sciodt=0,5&hl=en",286,"2020-01-11 17:36:20","PDF","","","",,,,,1,0.17,1,1,6
57,"SR Shaw, CB Abler, RF Lepard, ...","Instrumentation for high performance nonintrusive electrical load monitoring",1998,"Journal of …","American Society of Mechanical …","","https://scholar.google.com/scholar?cites=7086864720952694005&as_sdt=2005&sciodt=0,5&hl=en",12,"2020-01-11 17:36:20","CITATION","","","",,,,,57,2.59,14,4,22
1,"A Aboulian","Innovations in non-intrusive load monitoring",2018,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/119597","https://scholar.google.com/scholar?cites=10253387844446995178&as_sdt=2005&sciodt=0,5&hl=en",267,"2020-01-11 17:36:20","","","","",,,,,1,0.50,1,1,2
14,"G Eibl, D Engel","Influence of data granularity on nonintrusive appliance load monitoring",2014,"Proceedings of the 2nd ACM workshop on Information …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2600920","https://scholar.google.com/scholar?cites=5049565774416338491&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-01-11 17:36:20","","","","",,,,,14,2.33,7,2,6
2,"ATV Tomás","Inference methods for nonintrusive load monitoring applications",2014,"","Ph. D. Thesis, Instituto Superior …","","https://scholar.google.com/scholar?cites=8740589737018602158&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-01-11 17:36:20","CITATION","","","",,,,,2,0.33,2,1,6
28,"N Batra, H Dutta, A Singh","Indic: Improved non-intrusive load monitoring using load division and calibration",2013,"2013 12th International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6784591/","https://scholar.google.com/scholar?cites=2914103436491581650&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-01-11 17:36:20","","","","",,,,,28,4.00,9,3,7
0,"PW Baumann, A Heinzelmann, ...","Increasing the efficiency of photovoltaic (PV) batteries through non-intrusive load monitoring",2017,"EU PVSEC 2017 …","digitalcollection.zhaw.ch","https://digitalcollection.zhaw.ch/handle/11475/1978","",367,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,3
7,"C Dinesh, S Makonin, IV Bajic","Incorporating time-of-day usage patterns into non-intrusive load monitoring",2017,"2017 IEEE Global Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8309133/","https://scholar.google.com/scholar?cites=5030840986911326456&as_sdt=2005&sciodt=0,5&hl=en",135,"2020-01-11 17:36:20","","","","",,,,,7,2.33,2,3,3
69,"D He, W Lin, N Liu, RG Harley, ...","Incorporating non-intrusive load monitoring into building level demand response",2013,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6670133/","https://scholar.google.com/scholar?cites=15760022847305150104&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-01-11 17:36:20","","","","",,,,,69,9.86,14,5,7
26,"S Welikala, C Dinesh, MPB Ekanayake, ...","Incorporating appliance usage patterns for non-intrusive load monitoring and load forecasting",2017,"… on Smart Grid","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8039522/","https://scholar.google.com/scholar?cites=13026705147441465271&as_sdt=2005&sciodt=0,5&hl=en",77,"2020-01-11 17:36:20","","","","",,,,,26,8.67,7,4,3
7,"R Bonfigli, M Severini, S Squartini, ...","Improving the performance of the AFAMAP algorithm for non-intrusive load monitoring",2016,"2016 IEEE Congress …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7743809/","https://scholar.google.com/scholar?cites=2054093629633076168&as_sdt=2005&sciodt=0,5&hl=en",159,"2020-01-11 17:36:20","","","","",,,,,7,1.75,2,4,4
14,"R Cox, M Piber, G Mitchell, P Bennett, ...","Improving shipboard maintenance practices using non-intrusive load monitoring",2007,"Proc. of ASNE …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/16d2/421aa1e83ab6ab92d0d784b20ccaa8b04ca1.pdf","https://scholar.google.com/scholar?cites=1446485785932081769&as_sdt=2005&sciodt=0,5&hl=en",73,"2020-01-11 17:36:20","PDF","","","",,,,,14,1.08,3,5,13
4,"RA Jones","Improving shipboard applications of non-intrusive load monitoring",2008,"","apps.dtic.mil","https://apps.dtic.mil/docs/citations/ADA494513","https://scholar.google.com/scholar?cites=17271434421696689998&as_sdt=2005&sciodt=0,5&hl=en",160,"2020-01-11 17:36:20","","","","",,,,,4,0.33,4,1,12
2,"XC Le","Improving performance of non-intrusive load monitoring with low-cost sensor networks",2017,"","tel.archives-ouvertes.fr","https://tel.archives-ouvertes.fr/tel-01622355/","https://scholar.google.com/scholar?cites=5143717658978196939&as_sdt=2005&sciodt=0,5&hl=en",238,"2020-01-11 17:36:20","","","","",,,,,2,0.67,2,1,3
32,"W Kong, ZY Dong, DJ Hill, F Luo, ...","Improving nonintrusive load monitoring efficiency via a hybrid programing method",2016,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7508980/","https://scholar.google.com/scholar?cites=6126720860162627051&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-01-11 17:36:20","","","","",,,,,32,8.00,6,5,4
12,"B Zhao, K He, L Stankovic, V Stankovic","Improving event-based non-intrusive load monitoring using graph signal processing",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8468976/","https://scholar.google.com/scholar?cites=11390134408622484062&as_sdt=2005&sciodt=0,5&hl=en",200,"2020-01-11 17:36:20","","","","",,,,,12,6.00,3,4,2
7,"S Welikala, N Thelasingha, M Akram, PB Ekanayake, ...","Implementation of a robust real-time non-intrusive load monitoring solution",2019,"Applied energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306261919301849","https://scholar.google.com/scholar?cites=10462580446989963511&as_sdt=2005&sciodt=0,5&hl=en",194,"2020-01-11 17:36:20","","","","",,,,,7,7.00,1,5,1
5,"SCCHT Yang","Implementation of a Virtual-Instrument for Non-intrusive Intelligent Real-Time Load Monitoring",2003,"","actapress.com","http://www.actapress.com/Abstract.aspx?paperId=13617","https://scholar.google.com/scholar?cites=4071017765758406905&as_sdt=2005&sciodt=0,5&hl=en",153,"2020-01-11 17:36:20","","","","",,,,,5,0.29,5,1,17
6,"HY Chen, YC Fan, CL Lai, ...","Identifying variable-power appliances in non-intrusive load monitoring systems",2016,"2016 10th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7794509/","https://scholar.google.com/scholar?cites=6169670331321247409&as_sdt=2005&sciodt=0,5&hl=en",149,"2020-01-11 17:36:20","","","","",,,,,6,1.50,2,4,4
3,"E Guillén-García, L Morales-Velazquez, ...","Identification of the electrical load by C-means from non-intrusive monitoring of electrical signals in non-residential buildings",2019,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0142061518305945","https://scholar.google.com/scholar?cites=13571166414860217636&as_sdt=2005&sciodt=0,5&hl=en",233,"2020-01-11 17:36:20","","","","",,,,,3,3.00,1,3,1
0,"AN Wermundsen","Identification and Classification of Electrical Loads in a Norwegian Household Using Energy Disaggregation Methods of Non-Intrusive Load Monitoring.",2019,"","ntnuopen.ntnu.no","https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2601251","",468,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,1
3,"AF Ebrahim, O Mohammed","Household Load Forecasting Based on a Pre-Processing Non-Intrusive Load Monitoring Techniques",2018,"2018 IEEE Green Technologies …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8373611/","https://scholar.google.com/scholar?cites=18166117625272260455&as_sdt=2005&sciodt=0,5&hl=en",258,"2020-01-11 17:36:20","","","","",,,,,3,1.50,2,2,2
5,"K Srinivasarengan, YG Goutam, ...","Home energy simulation for non-intrusive load monitoring applications",2013,"… of International Workshop …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2559627.2559630","https://scholar.google.com/scholar?cites=14972292151684963925&as_sdt=2005&sciodt=0,5&hl=en",143,"2020-01-11 17:36:20","","","","",,,,,5,0.71,2,3,7
125,"M Figueiredo, A De Almeida, B Ribeiro","Home electrical signal disaggregation for non-intrusive load monitoring (NILM) systems",2012,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925231212003359","https://scholar.google.com/scholar?cites=13765333315883615776&as_sdt=2005&sciodt=0,5&hl=en",7,"2020-01-11 17:36:20","","","","",,,,,125,15.63,42,3,8
6,"J Donnal","Home NILM: A comprehensive non-intrusive load monitoring toolkit",2013,"","Master's thesis, Massachusetts …","","https://scholar.google.com/scholar?cites=11851766363879598526&as_sdt=2005&sciodt=0,5&hl=en",292,"2020-01-11 17:36:20","CITATION","","","",,,,,6,0.86,6,1,7
0,"M Tewolde","High-Resolution Gas Metering and Nonintrusive Appliance Load Monitoring System",2012,"","ir.stonybrook.edu","https://ir.stonybrook.edu/jspui/handle/11401/71433","",110,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,8
0,"BR Lundstrom, G Saraswat, MV Salapaka","High-Frequency, Multiclass Nonintrusive Load Monitoring for Grid-Interactive Residential Buildings",2019,"","osti.gov","https://www.osti.gov/biblio/1576916","",93,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,1
16,"MN Meziane, P Ravier, G Lamarque, ...","High accuracy event detection for non-intrusive load monitoring",2017,"… , Speech and Signal …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7952597/","https://scholar.google.com/scholar?cites=10683940205452483169&as_sdt=2005&sciodt=0,5&hl=en",95,"2020-01-11 17:36:20","","","","",,,,,16,5.33,4,4,3
19,"JA Mueller, A Sankara, JW Kimball, ...","Hidden Markov models for nonintrusive appliance load monitoring",2014,"2014 North American …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6965464/","https://scholar.google.com/scholar?cites=5398880829560513486&as_sdt=2005&sciodt=0,5&hl=en",33,"2020-01-11 17:36:20","","","","",,,,,19,3.17,5,4,6
0,"P Nandy","Hidden Markov Model based non-intrusive load monitoring using active and reactive power consumption",2016,"","scholarsmine.mst.edu","https://scholarsmine.mst.edu/masters_theses/7612/","",421,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,4
3,"ALS Pereira","Hardware and software platforms to deploy and evaluate non-intrusive load monitoring systems",2016,"","digituma.uma.pt","http://digituma.uma.pt/handle/10400.13/1501","https://scholar.google.com/scholar?cites=14268772634443440446&as_sdt=2005&sciodt=0,5&hl=en",283,"2020-01-11 17:36:20","","","","",,,,,3,0.75,3,1,4
3,"DM Lawrence","Hardware and software architecture for non-contact, non-intrusive load monitoring",2016,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/105989","https://scholar.google.com/scholar?cites=12499342664787894712&as_sdt=2005&sciodt=0,5&hl=en",234,"2020-01-11 17:36:20","","","","",,,,,3,0.75,3,1,4
3,"P Held, S Mauch, A Saleh, D Benyoucef, ...","HELD1: Home Equipment Laboratory Dataset for Non-Intrusive Load Monitoring",2018,"SIGNAL 2018 …","researchgate.net","https://www.researchgate.net/profile/Antonio_Neves5/publication/325569736_SIGNAL_2018_-_The_Third_International_Conference_on_Advances_in_Signal_Image_and_Video_Processing/links/5b1669404585151f91fb838e/SIGNAL-2018-The-Third-International-Conference-on-Advances-in-Signal-Image-and-Video-Processing.pdf#page=24","https://scholar.google.com/scholar?cites=8351774169079555316&as_sdt=2005&sciodt=0,5&hl=en",265,"2020-01-11 17:36:20","PDF","","","",,,,,3,1.50,1,5,2
25,"SP Kamat","Fuzzy logic based pattern recognition technique for non-intrusive load monitoring",2004,"2004 IEEE Region 10 Conference TENCON 2004.","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1414824/","https://scholar.google.com/scholar?cites=6345507431184386387&as_sdt=2005&sciodt=0,5&hl=en",34,"2020-01-11 17:36:20","","","","",,,,,25,1.56,25,1,16
29,"R Dong, L Ratliff, H Ohlsson, SS Sastry","Fundamental limits of nonintrusive load monitoring",2014,"Proceedings of the 3rd …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2566471","https://scholar.google.com/scholar?cites=954569453835153610&as_sdt=2005&sciodt=0,5&hl=en",20,"2020-01-11 17:36:20","","","","",,,,,29,4.83,7,4,6
0,"M Lu, J Gao, Z Li","Functional Intrusive Load Monitor (FILM): A Model-based Platform for Non-Intrusive Load Monitoring System Development",2018,"arXiv preprint arXiv:1809.08910","arxiv.org","https://arxiv.org/abs/1809.08910","",385,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,3,2
0,"P Held","Frequency Invariant Transformation of Periodic Signals for Event Detection and Classification in Non-Intrusive Load Monitoring",2019,"","theses.fr","https://www.theses.fr/s221738","",515,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,1
0,"DH Green","Framework of non-intrusive load monitoring for shipboard environments",2018,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/117820","",435,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,2
33,"YC Su, KL Lian, HH Chang","Feature selection of non-intrusive load monitoring system using STFT and wavelet transform",2011,"2011 IEEE 8th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6104631/","https://scholar.google.com/scholar?cites=13165060004048596061&as_sdt=2005&sciodt=0,5&hl=en",35,"2020-01-11 17:36:20","","","","",,,,,33,3.67,11,3,9
0,"Z Zhu, Z Wei, B Yin, T Liu, X Huang","Feature selection of non-intrusive load monitoring system using RFE and RF",2019,"Journal of Physics …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1176/4/042053/meta","",357,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,5,1
23,"HH Chang, PC Chien, LS Lin, ...","Feature extraction of non-intrusive load-monitoring system using genetic algorithm in smart meters",2011,"2011 IEEE 8th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6104632/","https://scholar.google.com/scholar?cites=9618350542598171682&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-01-11 17:36:20","","","","",,,,,23,2.56,6,4,9
21,"Y Jimenez, C Duarte, J Petit, ...","Feature extraction for nonintrusive load monitoring based on S-Transform",2014,"2014 Clemson University …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6808109/","https://scholar.google.com/scholar?cites=8996261178495593479&as_sdt=2005&sciodt=0,5&hl=en",31,"2020-01-11 17:36:20","","","","",,,,,21,3.50,5,4,6
0,"F Li, W Zhang, H Liu, M Zhang","Feature Extraction of Dichotomous Equipment Based on Non-intrusive Load Monitoring and Decomposition",2018,"International Conference on Algorithms …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-05234-8_24","",379,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,2
16,"MB Figueiredo, A de Almeida, B Ribeiro, ...","Extracting features from an electrical signal of a non-intrusive load monitoring system",2010,"… Conference on Intelligent …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-15381-5_26","https://scholar.google.com/scholar?cites=18166861223645771860&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-01-11 17:36:20","","","","",,,,,16,1.60,4,4,10
6,"M Valenti, R Bonfigli, E Principi, ...","Exploiting the Reactive Power in Deep Neural Models for Non-Intrusive Load Monitoring",2018,"2018 International Joint …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8489271/","https://scholar.google.com/scholar?cites=1748652317621887975&as_sdt=2005&sciodt=0,5&hl=en",180,"2020-01-11 17:36:20","","","","",,,,,6,3.00,2,4,2
